case_id,week,popwght,state,nielsen,metro,region,division,ownhome,mstatus,emply,hhcomp,adults,adultm,adultf,kids1217,kids611,kids06,di22a1,di22a2,di22a3,di22a4,di22a5,di22b1,di22b2,di22b3,di22b4,di22b5,di22c1,di22c2,di22c3,di22c4,di22c5,parent,age,age2,educ,income,race,affilrot,polaffil,d3rot,d3_a,regvote,othtel,sex,reli1,ident,l1,c1,c1a,qnco1,qnco3,partycbs,pphl3,age30,age50,age65,age5,degree,income3,income10,married,parents,cbsrace,cbsreli6,cbsreli2,cbschris,sumo1,sumo2,su3rot,sumo3,su4rot,sumo4,su5rot,sumo5,sumo6,sumo9,sumo7,su8rot,sumo8,sumo10,sumo11,su12rot,sumo12,su13rot,sumo13
70000116,803,1.1899,NY,A,Center City (Metro),North East,Mid Atlantic,Rented,Separated,Part-time,Three,One,None,One,One,One,None,16, , , , ,11, , , , , , , , , ,Yes,40, ,Less than high school graduate,"Less than $15,000",Unspecified Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Somewhat liberal,No,None,Female,"Catholic, Roman Catholic",Cell phone in language, ,"Yes, has a home telephone",1,Another Country,20,Independents,Liberal,30+,18-49,18-64,35-44,No degree,Under $50k,Under $100k,Not married,Yes,Other/Mixed,Catholic,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Right amount,small/big,Big screen,in theater/at home,More at home,Don't know/no answer,Will watch,"Yes, will eat pizza",15234,Mushrooms,No,No,men/women,Women more romantic,size/quality,Quality
70000118,803,1.8518,NY,A,Center City (Metro),North East,Mid Atlantic,Owned,Married,Full-time,Three,Two,One,One,None,None,One, , , , , , , , , , ,Less than 1 year, , , , ,Yes,35, ,Some college,"$100,000 to under $150,000",White Non-Hispanic,Male Democrat/Republican,A Democrat,d3 1-5 asked,Somewhat conservative,Yes,None,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Democrats,Conservative,30+,18-49,18-64,35-44,No degree,$100k+,$100k+,Married,Yes,White,Catholic,Religious,Yes,Wouldn't matter much,Frequently,too many/too few,Right amount,big/small,Big screen,at home/in theater,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",31524,Pepperoni,Yes,No,women/men,Women more romantic,size/quality,Quality
70000119,803,2.4877,OH,B,Center City County (Metro),North Central,East North Central,Rented,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,45, ,Some college,"$75,000 but less than $100,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Somewhat liberal,No,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Liberal,30+,18-49,18-64,45-54,No degree,$50k but under $100k,Under $100k,Married,No,White,None,Non-religious,No,Wouldn't matter much,Sometimes,too few/too many,Right amount,big/small,Small screen,at home/in theater,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",14253,Pepperoni,Yes,Yes,women/men,Women more romantic,size/quality,Size
70000121,803,.7276,PA,D,Non-Metro,North East,Mid Atlantic,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,67, ,Some college,"$75,000 but less than $100,000",White Non-Hispanic,Male Democrat/Republican,A Republican,d3 1-5 asked,Moderate,Yes,None,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Republicans,Moderate,30+,50+,65+,65+,No degree,$50k but under $100k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Don't know/no answer,big/small,Small screen,in theater/at home,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",24513,Pepperoni,Yes,No,women/men,Women more romantic,quality/size,Quality
70000124,803,.869,TX,A,Center City County (Metro),South,West South Central,Owned,Married,Retired,Three,Three,One,Two, , , , , , , , , , , , , , , , , , , ,82, ,High school graduate,"$100,000 and over (Unspecified)",White Non-Hispanic,Male Democrat/Republican,A Republican,d3 1-5 asked,Moderate,Yes,None,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Republicans,Moderate,30+,50+,65+,65+,No degree,$100k+,$100k+,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Right amount,small/big,Big screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",53214,Mushrooms,Yes,No,men/women,Don't know/no answer,size/quality,Quality
70000125,803,1.8995,TX,C,Center City County (Metro),South,West South Central,Rented,"Single, living with a partner",Part-time,Three,Three,One,Two, , , , , , , , , , , , , , , , , , , ,18, ,Some college,"Less than $15,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 5-1 asked,Somewhat liberal,No,Cell phone household only,Female,Baptist,Cell Phone sample, ,"No, no home telephone",1, , ,Republicans,Liberal,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Too many,small/big,Big screen,in theater/at home,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",43125,Pepperoni,Yes,No,men/women,Women more romantic,size/quality,Quality
70000126,803,1.3015,NY,A,Center City (Metro),North East,Mid Atlantic,Rented,"Single, that is never married",Student,Two,Two,Two,None, , , , , , , , , , , , , , , , , , , ,21, ,High school graduate,"Less than $15,000",Asian/Chinese/Japanese,Male Democrat/Republican,An Independent,d3 5-1 asked,Moderate,Yes,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Moderate,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Other/Mixed,None,Non-religious,No,Wouldn't matter much,Frequently,too many/too few,Too many,big/small,Small screen,at home/in theater,More at home,Quality of work,Won't watch, ,51234,Sausage,No,No,men/women,Women more romantic,quality/size,Quality
70000127,803,1.2932,NY,A,Center City (Metro),North East,Mid Atlantic,Rented,"Single, that is never married",Full-time,Six,Four,Three,One,One,One,None,15, , , , ,7, , , , , , , , , ,No,19, ,High school graduate,"Less than $50,000 (Unspecified)",Unspecified Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Moderate,No,Cell phone household only,Male,Nothing in particular,Cell phone in language, ,"No, no home telephone",1,Another Country,2,Independents,Moderate,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Other/Mixed,None,Non-religious,No,Wouldn't matter much,Frequently,too many/too few,Too many,big/small,Big screen,in theater/at home,Same amount,Don't know/no answer,Will watch,"No, won't eat pizza",43152,Pepperoni,No,No,women/men,Women more romantic,size/quality,Quality
70000128,803,.6103,MD,A,Surburban (Metro),South,South Atlantic,Owned,"Single, that is never married",Full-time,Six,Five,Three,Two,One,None,None,16, , , , , , , , , , , , , , ,No,19, ,High school graduate,"$40,000 but less than $50,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Moderate,No,Three,Male,Atheist,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Democrats,Moderate,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Sometimes,too few/too many,Right amount,small/big,Big screen,at home/in theater,More at home,Quality of work,Will watch,"Yes, will eat pizza",32514,Sausage,Yes,No,men/women,Women more romantic,size/quality,Quality
70000129,803,.9458,NY,A,Center City (Metro),North East,Mid Atlantic,Rented,Married,Full-time,Five,Four,Two,Two,None,None,One, , , , , , , , , , ,3, , , , ,Yes,40, ,Graduated college,"$50,000 but less than $75,000",Asian/Chinese/Japanese,Male Republican/Democrat,An Independent,d3 5-1 asked,Somewhat liberal,No,Cell phone household only,Male,Hindu,Cell Phone sample, ,"No, no home telephone",4, , ,Independents,Liberal,30+,18-49,18-64,35-44,College,$50k but under $100k,Under $100k,Married,Yes,Other/Mixed,Other,Religious,No,Wouldn't matter much,Frequently,too few/too many,Too many,small/big,Big screen,in theater/at home,More at home,Quality of work,Won't watch, ,52413,Mushrooms,Yes,No,men/women,Women more romantic,quality/size,Quality
70000130,803,.7116,TX,B,Center City (Metro),South,West South Central,Rented,Separated,Disabled/Handicapped,Two,One,One,None,None,One,None, , , , , ,6, , , , , , , , , ,Yes,60, ,Less than high school graduate,"Less than $15,000",Unspecified Hispanic,Male Republican/Democrat,Refused,d3 5-1 asked,Somewhat conservative,No,Cell phone household only,Male,"Catholic, Roman Catholic",Cell phone in language, ,"No, no home telephone",5,Another Country,30,Independents,Conservative,30+,50+,18-64,55-64,No degree,Under $50k,Under $100k,Not married,Yes,Other/Mixed,Catholic,Religious,Yes,More likely,Don't know/no answer,too many/too few,Right amount,small/big,Small screen,at home/in theater,More at home,Quality of work,Won't watch, ,25413,Pepperoni,No,No,women/men,Women more romantic,quality/size,Quality
70000132,803,.3247,NC,B,No Metro Status,South,South Atlantic,Owned,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,67, ,Graduated college,Refused,White Non-Hispanic,Male Republican/Democrat,A Republican,d3 1-5 asked,Somewhat conservative,Yes,None,Male,Other,Cell Phone sample, ,"Yes, has a home telephone",4, , ,Republicans,Conservative,30+,50+,65+,65+,College,Don't know/no answer,Don't know/no answer,Married,No,White,Other,Religious,No,Wouldn't matter much,Frequently,too many/too few,Right amount,big/small,Big screen,in theater/at home,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",32541,Pepperoni,Yes,Yes,women/men,Women more romantic,quality/size,Quality
70000133,803,2.314,MI,A,Center City (Metro),North Central,East North Central,Rented,"Single, that is never married",Part-time,Five,Four,One,Three,None,None,One, , , , , , , , , , ,3, , , , ,Yes,19, ,Less than high school graduate,"$15,000 but less than $25,000",Black Non-Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Moderate,Yes,Cell phone household only,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Moderate,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,Yes,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,small/big,Big screen,at home/in theater,More at home,Quality of work,Will watch,"Yes, will eat pizza",43125,Sausage,No,No,women/men,Women more romantic,quality/size,Quality
70000134,803,.9829,MA,A,Surburban (Metro),North East,New England,Owned,"Single, that is never married",Part-time,Three,Three,One,Two, , , , , , , , , , , , , , , , , , , ,19, ,Some college,"$50,000 but less than $75,000",White Hispanic,Male Republican/Democrat,A Republican,d3 1-5 asked,Somewhat conservative,Yes,None,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1,United States, ,Republicans,Conservative,18-29,18-49,18-64,18-34,No degree,$50k but under $100k,Under $100k,Not married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,big/small,Small screen,at home/in theater,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",43215,Onions,Yes,No,men/women,Women more romantic,size/quality,Quality
70000137,803,3.0027,CO,B,Center City (Metro),West,Mountain,Rented,Married,Part-time,Five,Four,One,Three,None,None,One, , , , , , , , , , ,2, , , , ,Yes,45, ,High school graduate,"$15,000 but less than $25,000",Unspecified Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Very conservative,No,Cell phone household only,Male,Christian (Just Christian),Cell phone in language, ,"No, no home telephone",1,Another Country,19,Independents,Conservative,30+,18-49,18-64,45-54,No degree,Under $50k,Under $100k,Married,Yes,Other/Mixed,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Too many,big/small,Small screen,at home/in theater,More at home,Quality of work,Won't watch, ,41523,Mushrooms,Yes,No,women/men,Women more romantic,quality/size,Quality
70000138,803,.7739,VA,C,Non-Metro,South,South Atlantic,Owned,Widowed,Retired,Three,Three,Two,One, , , , , , , , , , , , , , , , , , , ,71, ,Less than high school graduate,"Less than $15,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,No,None,Male,Presbyterian,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Moderate,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Don't know/no answer,small/big,Small screen,at home/in theater,More at home,Don't know/no answer,Won't watch, ,32514,Onions,Yes,No,women/men,Women more romantic,quality/size,Quality
70000139,803,1.3577,NY,B,Center City County (Metro),North East,Mid Atlantic,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,66, ,High school graduate,Refused,White Non-Hispanic,Male Democrat/Republican,Don't know,d3 1-5 asked,Moderate,No,Cell phone household only,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Moderate,30+,50+,65+,65+,No degree,Don't know/no answer,Don't know/no answer,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Right amount,big/small,Small screen,at home/in theater,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",32145,Pepperoni,Yes,Yes,women/men,Women more romantic,quality/size,Quality
70000142,803,1.1949,IL,A,Center City (Metro),North Central,East North Central,Rented,"Single, that is never married",Full-time,Two,Two,Two,None, , , , , , , , , , , , , , , , , , , ,28, ,High school graduate,"$25,000 but less than $30,000",Unspecified Hispanic,Male Democrat/Republican,A Democrat,d3 1-5 asked,Moderate,No,Cell phone household only,Male,"Catholic, Roman Catholic",Cell phone in language, ,"No, no home telephone",1,Another Country,8,Democrats,Moderate,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Other/Mixed,Catholic,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Too many,big/small, Doesn't matter,in theater/at home,Don't know/no answer,Don't know/no answer,Won't watch, ,45132,Mushrooms,Yes,No,men/women,Don't know/no answer,quality/size,Quality
70000144,803,.6748,OH,B,Center City (Metro),North Central,East North Central,Refused,Separated,Disabled/Handicapped,Four,Two,None,Two,Two,None,None,15,14, , , , , , , , , , , , , ,No,61, ,High school graduate,"Less than $15,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,No,None,Female,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Moderate,30+,50+,18-64,55-64,No degree,Under $50k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Never,too many/too few,Too many,big/small,Small screen,at home/in theater,More at home,Prejudice played a role,Won't watch, ,43512,Pepperoni,Yes,No,women/men,Women more romantic,quality/size,Quality
70000145,803,1.3055,NJ,A,Non-Center City (Metro),North East,Mid Atlantic,Rented,"Single, living with a partner",Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,29, ,Graduated college,"$50,000 but less than $75,000",White Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,Yes,Cell phone household only,Female,Atheist,Cell Phone sample, ,"No, no home telephone",1,United States, ,Independents,Moderate,18-29,18-49,18-64,18-34,College,$50k but under $100k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Sometimes,too few/too many,Right amount,small/big,Big screen,at home/in theater,More at home,Quality of work,Will watch,"Yes, will eat pizza",23415,Don't know/no answer,Yes,No,women/men,Women more romantic,quality/size,Quality
70000146,803,1.2825,LA,B,Surburban (Metro),South,West South Central,Rented,Widowed,Disabled/Handicapped,One,One,None,One, , , , , , , , , , , , , , , , , , , ,58, ,Some college,"Less than $15,000",Black Non-Hispanic,Male Democrat/Republican,A Democrat,d3 5-1 asked,Moderate,Yes,Cell phone household only,Female,Baptist,Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Moderate,30+,50+,18-64,55-64,No degree,Under $50k,Under $100k,Not married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Never,too few/too many,Right amount,big/small,Small screen,at home/in theater,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",32154,Pepperoni,Yes,No,women/men,Women more romantic,quality/size,Quality
70000147,803,.7372,NC,C,Non-Metro,South,South Atlantic,Owned,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,Refused,50-64,Graduated college,"$50,000 but less than $75,000",Native American/American Indian/Alaska Native,Male Democrat/Republican,A Democrat,d3 1-5 asked,Moderate,Yes,None,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone",2, , ,Democrats,Moderate,30+,50+,18-64,Don't know/no answer,College,$50k but under $100k,Under $100k,Married,No,Other/Mixed,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Right amount,small/big,Small screen,in theater/at home,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",54213,Sausage,No,No,men/women,Women more romantic,size/quality,Size
